Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Label,Distribution
7.850910368568025,5.145567424094508,1.4616829265229327,5.295930030836909,2.83304393875154,3.1970727284464093,3.2156632025849374,15.346707493907108,8.624964440646897,8.592091358813963,1,0.0054705541654522395
5.312435180518451,2.941778511789805,4.881819250286518,2.4026334346411806,-3.9578194610326953,5.097563178688528,4.149762073362293,10.703134221112615,1.2133382997302338,2.5282203909913745,1,6.3360115788350596e-06
8.083151198620762,7.566918932326738,5.839813659425777,1.5968017252945632,-6.163553042665626,2.316864338768199,5.1730574469679516,3.689207894548071,-3.5053554035886805,6.924672353811941,1,5.536891322742297e-16
-2.0201716421447657,-6.538198288438733,-5.919131843200845,-19.974180576189813,-9.273622241030534,2.6289448757111895,-8.052956426566974,-7.605859598708937,-2.9269642395900104,-3.2080232889870275,-1,1.0172503537089916e-11
3.169646381639694,0.8672455501736129,3.208119566025726,0.3513752260986749,9.798381052127292,5.648707724324119,-0.6819293602208107,2.9972084100973766,-1.173419680918971,9.686070817235787,1,1.5808061459877426e-29
2.173753599874014,-2.764760628166005,-15.055413355388902,-8.615995785401052,-8.727583267452466,-3.929222693996834,-4.075669380601709,-0.7715386125377934,-6.273891910613202,-12.783206613136041,-1,3.0226946304149476e-14
2.534049221904962,0.00925496206671017,5.626174068374718,11.096214765277734,2.5535255516116013,0.3957908673176158,-2.6658689974960144,15.723298120249963,8.891595112729984,3.146875366712826,1,1.9453691934189226e-11
1.8272254055253119,3.810581134391324,4.60512316544939,7.864852365504716,-0.23279348016807422,8.60377489694176,-0.6808013294164326,10.6422715106352,3.0604679740934593,4.661394959984974,1,5.698521048047796e-32
-9.127219019295957,-4.913966066059979,1.751824555240459,-11.464405786891326,-3.5739535398659,-19.33662044880903,-10.175151004491989,-2.4409390015396735,0.7201028816250599,-3.651122078083598,-1,3.7823403016669285e-40
-1.7048199397028374,-3.6709972648419162,-6.906543097405962,-4.2069894990780305,-7.839611985171404,-2.574270982350143,-11.546291923133328,-10.473454635562089,-17.652160628926683,2.8231227516122024,-1,2.461863997438811e-34
-0.8369244282945285,0.12468344490314998,-2.3903828776315854,-1.7798869076083346,-10.81140217469764,-4.884724187365615,-8.397578658516585,-8.406183128342386,-8.865772104637326,-4.730662170442734,-1,3.144162100455863e-22
5.814419781877146,4.990454161450937,9.350521480900445,2.4621618608043323,5.102045094401903,6.015107822339748,8.414056310941982,15.472170352976086,-2.439186273673873,7.684622084147407,1,7.094168433985358e-31
-11.848413460937373,-4.878498359255601,-2.284959828611624,-7.243570626567858,3.6948929205210277,-9.031988985036758,-5.204792376331996,-6.981587359497077,-11.06581841595797,-6.351656132461321,-1,8.866586698441857e-23
1.3323001273391162,8.868826214316204,4.088337953928437,-0.32237394498199023,0.37556680098314477,5.900767089240527,4.116456272792491,10.324351235287672,-4.50461184009313,6.579656731274093,1,3.7841261050819746e-40
4.526640729252298,-0.2558084803863352,10.26480506094959,-3.2746216736640754,7.617191342371184,-3.615316385322732,16.586469588186844,1.6950327939740135,2.6925186645809522,8.288834316261333,1,1.2719470384235709e-39
4.540684307057397,-5.203236405271927,7.826503032032969,-2.5276672837281815,11.02248885010587,7.337210493791488,3.1609590213553083,-2.177578191716103,1.3468269208952859,7.725978533293922,1,3.3395351963765105e-29
0.3776586640000268,15.209437201234515,-1.8489351255869932,5.364148105395778,-0.5426223688529532,1.4579524275809503,-2.2679689584772023,0.10601481749195152,6.063104993442675,8.087805319079802,1,1.8535232344863522e-29
-12.285994692925328,0.9463665661333263,-11.056097040818251,1.4090149158460372,-1.1220347120941443,-4.402623774328271,-6.34532506710872,-12.835839820352396,-3.232496848469787,-4.2314704251051705,-1,1.71967911914533e-41
-10.984131113768544,-6.569265027008667,-8.79529593970252,-10.5924441434221,-3.003748124401243,-8.48605111232956,-3.684252143394362,0.614886898579698,-1.2240910060543628,-3.1376125745966594,-1,3.9509404292688e-08
-5.1722918952336645,-8.04833903625239,-4.265740749471376,3.204641237217496,-2.45672445164408,4.450715504897392,-5.552756613073761,-4.7853107106215935,3.34410814037078,-6.1456134881151545,-1,0.008961112455605888
9.246735020629238,5.342217527341683,9.6298394632601,-2.04311765655307,-1.5377631535597942,-1.6297835541834704,6.831895491015862,5.599554607532076,2.42857566862644,6.170442214888918,1,3.9590693343755275e-30
3.201618623413955,-13.595688897868426,-11.276423208527756,0.5849957604017773,-9.360445516012492,-8.800732219574908,-12.71554373661813,-6.841248122883105,-10.536879542415369,-3.4891413639380575,-1,3.8217265528233534e-29
-16.371693548963243,-2.7533065106885934,-3.370479133377136,-6.283664391118105,-8.736788457089693,-6.803446944056861,0.9851697404123794,-10.85475981889628,1.4465901203369915,-2.627797345246497,-1,1.2401143003338931e-34
-1.0979242786758316,-6.498866627232465,-4.521708321633337,-1.6690940954168094,-6.716707316234281,-3.459579531824958,-10.731782132259355,-2.6091026683100234,-9.689472332087448,-3.981853639508623,-1,6.89571578220209e-24
6.144296508382032,6.359163599057252,15.628217800193484,8.121048464056269,7.201313356911793,3.3864759094494445,4.617401586248595,7.835683718827751,1.3431665150288605,10.010434131903406,1,3.110308967500444e-22
1.67838926507472,-1.2500331146368362,9.681738933097789,5.052693578610644,-0.5769411773152457,8.14101077730607,13.739554059011974,-4.65779047981367,5.859741293968537,10.96729699572232,1,4.6952152764435176e-33
7.715896399565443,4.485418988443874,13.283809657380978,13.112453046904404,-0.8072885851985356,2.3236254614955754,7.157889755990137,4.232265732811184,5.637841458650158,4.368217763417228,1,1.6810719359727832e-15
2.3722181148787644,1.4059970584533046,-1.7157614238848602,0.6373317588570195,4.423455470602946,5.97285846098047,-0.908333073517424,-4.976505739275522,-1.206919811609545,-6.218652183525048,1,1.0524511071593768e-05
-3.4915885639076047,1.7770063995822616,-2.5977868877936205,-7.208715644641462,0.5649696358215692,-0.5874827744349158,-6.755819795045755,-1.6872950364628418,-4.2893790033487385,-14.876642928480933,-1,0.024769227746049605
-13.009202780896848,-2.154374858193262,-2.928968500578692,-8.240260936673941,-3.987568639630177,-7.743264688059161,-12.170310500808213,-4.42022315086685,-4.776094628371206,-8.90419103598938,-1,4.404884742024291e-19
7.366526685948454,8.525913227605136,14.232782385473842,-0.5141927336904377,-0.4989560247514637,-2.2863041546014795,16.788899821504565,8.606620707570304,3.9380427537494542,5.795020165988399,1,7.725163844144287e-12
-10.497991099521286,-5.932419193915626,-4.461281468398047,-12.894090738527794,-6.0829854070124485,-11.102018932620766,-17.71558675660459,-5.668837493907035,-15.460309748904903,-9.529680412638362,-1,8.894468293689397e-25
-1.3239384684463742,-4.297497106991049,-6.874149235812785,-5.492120112527975,0.6211305525838275,-12.91693636386773,-5.993527051351309,-2.473231238915078,-11.142474978601578,-7.991678244740918,-1,4.1747483147323146e-17
7.753580601440893,4.685204914278805,5.532859239113727,1.5646967401645018,10.30122319943607,4.0603491805593475,-0.6011321892068819,1.166187910990777,-1.0217874807948242,2.089842670995619,1,3.004917586765162e-34
3.795856496953579,3.689742163211587,13.525825930753564,-6.780821742244909,10.141724264096055,11.368070178526867,2.3584052063197647,3.570993920726975,8.474624216469865,13.49636340781203,1,2.6767771631882037e-06
5.053165549899534,1.435287977237273,-0.3576817749554406,0.35784069305687094,3.1265442483059434,13.209079541698634,11.092869716983614,10.483210181283521,8.369801329753995,5.265662135251534,1,2.320752721090773e-41
-5.747241163600134,-7.054545588461433,-9.161866912144536,-8.922566315105685,-3.9163644502931527,-13.70887170684399,-6.37128912466537,-3.5405031934063067,-7.841991916333912,-7.624518385235623,-1,2.3339519209159143e-23
-9.135307727740376,3.7236665515322462,13.190875201010186,1.0132735630153782,3.681213736162029,2.7875915879225177,6.319590492945331,7.365862699688996,10.619171178309774,-2.795029528390928,1,2.6051693094455058e-08
1.0801832123916348,8.847548217546237,-6.153014945285477,-8.507309542544501,-7.844827157871189,-7.688449554812786,-0.6332880626122526,1.4519138361569395,-6.076081993340467,-3.0862119987682606,-1,1.3007054566052293e-40
-7.089135299229486,-1.156163852144254,-9.208278808383124,-8.598650891715263,-12.475802170779637,-8.833260365953862,-8.004461635099796,-1.2748423633056465,-2.443068565610757,-4.832606116035909,-1,0.4199333291505432
10.186955504553445,10.661249490379877,2.9251849851927614,-2.428791733334357,-4.750401385601439,6.492961902724949,8.338329534094537,3.7325240868317326,11.561216459260704,3.060568827426197,1,0.016406752511777842
2.31389619298246,-14.816143023395226,-2.6571891085192982,-4.602942810664219,-8.504565005895962,-0.14004005817222165,-13.054715447614726,-8.075580235106003,-8.220253976888362,-3.5273522248738756,-1,1.235144837851097e-24
-10.153893960308341,-13.435382322591634,2.3771379295681436,-18.037293160684232,-13.297782261708988,-8.045226707208425,-0.8237504646664355,-7.58169934187796,-2.588045479523096,-2.7334335475093443,-1,2.0009464439041917e-12
-11.830589142425932,-1.7643582056829814,-8.417711209514128,-8.89098826502105,-12.259166955791848,-11.752198109647761,-2.9495881124913903,-11.275950223394592,4.883106910298377,-11.999706232308249,-1,7.050685680549713e-22
6.0737872634706775,1.9984970690270805,7.798782687030796,7.932882536420047,1.594714127382681,-1.1409907984273415,5.093971453152848,0.9985361166174238,2.7803380486183573,0.29481814946526086,1,9.565726165833672e-20
-0.48131785679560934,2.3721441972926134,-1.4407045366841063,0.5975894423909827,12.181136120580833,4.555464221824994,3.492230372660079,10.109279280736828,-1.1143884923433856,0.7522745901703152,1,9.136060316224444e-23
-6.535334648668497,-7.4424521497905545,-1.1532692759272258,-13.866446682947211,-6.664400178655148,-5.149303063919845,-1.01243541184816,0.3936949425834815,3.9599382316645055,-7.112035350100727,-1,0.00015086192202442227
13.136330643414144,7.6244935860089225,9.280286441066785,8.063272291816318,5.211990666636786,5.754705151698967,7.5656486951474875,6.823351538386126,4.493415075898258,15.545328916145007,1,0.018612019703811912
2.6770794106518436,1.8851784814604517,6.706680704477865,1.99904192849562,2.622635070315476,2.8993025371573595,-0.3149626875630931,9.561505660257414,1.61368229037113,3.150539099698505,1,1.7093562761411079e-31
4.427507438886504,-11.406761087422545,-5.685911882939602,2.576811204159176,-7.634886390541169,1.0737336114727185,0.8088533411446965,-8.820404198369118,-6.159909085862191,-5.721673700086102,-1,2.1909331521259457e-21
-3.4647692046026224,-6.532424141795756,-13.297747042811238,-4.5094257947246845,1.5717499083146826,1.4115210037619716,-1.8555080313140646,-9.774127167520538,-7.915831052817097,-4.521294197285166,-1,0.04928807541062355
1.0514724458052847,-9.312136114093754,-2.8233652879728086,-3.0088111258529207,-5.290247369045247,-9.521205477306772,0.6051797769513181,-3.564401680428668,1.2145132370262566,1.8935614936124363,-1,3.140281927506073e-21
-9.418368333539101,-3.8235915311841424,-11.067226816019334,-4.1452050049942235,-2.9988321676049283,8.25030497432513,4.967572391780674,-8.391251392850176,-3.9830708133188164,-8.318230459110085,-1,0.00519369156770253
-4.195002345993478,2.9167806400293275,11.309543223662125,8.408211165966977,0.35315846068006884,-4.513397298027634,2.310126672627871,9.416241268293579,2.945181363185953,12.338963737390056,1,4.95025029784339e-44
-13.090800223443722,2.917033397001239,-4.26054779643138,-9.165360886875739,-1.7897628545380306,-12.900130497065675,-11.98592992434482,-3.2212264139215434,1.6152536436909006,0.2561770730890425,-1,2.5998560799382134e-27
6.882585322429454,1.0792962899896512,9.852620119273091,11.87174063880584,4.950877367025469,-1.7499616807720164,3.823952432641056,6.210260439357633,7.894950742438601,11.981913452550414,1,4.082811882476366e-27
-0.6583746129246499,-7.516032457273152,3.8862395474361087,-9.338701480407043,-3.967540874822495,-5.983463294097359,-4.211955047955585,-7.788490946449876,8.760432966918948,-1.4445036620942209,-1,6.77619998634811e-24
0.04177133131496724,-8.257957362354214,-0.5128928980846155,-7.061895673968618,-10.352546034584293,-9.65654394395483,7.2336761446130815,-1.867515970545846,-4.821247598975498,-11.853959134078808,-1,0.0016667601721358544
-4.540708632766157,-3.8158667816769274,-4.953110333348195,-12.408675122650644,-3.2854727781843014,-3.4589723117169116,-10.362148712582655,-5.4083552497970695,-7.623801065435295,-4.397116125715844,-1,4.658709555443612e-37
-1.2871846114522945,-3.4926214396926434,-1.0060091377548503,-12.844734991072126,-10.993866515266824,-1.5528474020124534,0.07635471003390482,-5.83439216985599,-3.118179400456901,0.25545943354273515,-1,2.0296001704430195e-14
6.774050545555106,5.0467443133755765,5.6336756848724,8.469139718767755,-0.6074504750314933,9.095556033229771,3.583048733588974,7.953836284295213,20.364178052123115,-4.517017891438094,1,1.926948198355137e-35
-1.0580893666906777,10.326791468059099,0.9614480374079601,0.6901150688172244,0.6175803880202286,1.3992068279428027,5.382764535245205,4.414360666895875,-0.6863864203525738,9.089123150826165,1,2.413861467636762e-05
-2.185115696518154,-4.306076465287905,-7.407237166034699,-1.4960519123519003,-6.245668302774646,-6.884665438721489,-1.4877011512465685,-7.684026033768015,-10.680929556516451,0.8658788757045963,-1,1.4692694430121022e-37
-5.732330342701657,3.4390892831038986,-9.177276798965856,-2.4873020715730494,2.272481155895689,-8.161993507963043,-3.6004873694813044,-2.6353251261839348,-2.254220297598148,-6.185535615696844,-1,4.3239721385815953e-23
12.020322282110747,4.414350547605701,6.699693633773653,1.0306646868600606,5.678036259629696,8.991167083456055,1.082380923616931,11.913108293644225,6.542417140929407,9.861552177356305,1,1.7986397299730177e-39
